,Antigen presenting cell (RPS high),B cell,B cell (Plasmocyte),CB CD34+,Dendritic cell,Erythroid cell,Erythroid progenitor cell (RP high),Macrophage,Monocyte,Neutrophil,Neutrophil (RPS high),T cell
PA2G4,0.0,0.0,0.0,0.0,0.0,0.0,1.6452589,0.0,0.0,0.0,0.0,0.0
ENSG00000277734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3298538
SSBP1,0.0,0.0,0.0,1.8888366,0.0,0.0,2.2906132,0.0,0.0,0.0,0.0,0.0
EIF3E,0.0,0.0,0.0,1.8154814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSAP,2.2890182,0.0,0.0,0.0,0.0,0.0,0.0,3.303955,3.0657198,0.0,0.0,0.0
CAT,0.0,0.0,0.0,1.5480586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UQCRQ,1.9411254,2.3573003,0.0,2.3649213,2.2373211,2.4900556,2.8468707,0.0,0.0,0.0,2.4847548,2.3034856
CD79A,0.0,2.3901918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CST3,2.8971977,0.0,0.0,0.0,4.311194,0.0,0.0,4.479117,3.633764,0.0,0.0,0.0
COX6C,0.0,2.7992663,0.0,2.1002803,0.0,2.1709936,2.4925957,0.0,0.0,0.0,2.4389503,2.593709
ARPC3,2.7963428,0.0,0.0,2.1287868,0.0,0.0,1.5571585,2.8305154,2.8232303,0.0,2.212304,2.0446503
IGLL1,0.0,3.6750154,0.0,1.8285189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCT8,0.0,0.0,0.0,0.0,0.0,0.0,1.1084414,0.0,0.0,0.0,0.0,0.0
VDAC3,0.0,0.0,0.0,0.0,0.0,0.0,1.5422547,0.0,0.0,0.0,0.0,0.0
ATP5F1B,0.0,0.0,0.0,1.8285189,0.0,0.0,1.6422278,0.0,0.0,0.0,0.0,0.0
PFN1,2.7877176,0.0,0.0,2.3510587,2.9293141,0.0,2.181034,2.511108,3.003556,2.4941232,2.2335954,3.322802
RPL24,0.0,2.8949056,0.0,2.7992368,2.5189478,2.6903114,2.9716566,1.208604,1.6620028,0.0,2.9135256,2.5742302
HLA-DPB1,0.0,0.0,0.0,0.0,3.8549225,0.0,0.0,3.5899901,0.0,0.0,0.0,0.0
TMBIM6,0.0,0.0,2.3320348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FKBP2,0.0,0.0,2.4318132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V1G1,0.0,1.8931528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MNDA,2.5402029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2554631,0.0,0.0,0.0
SEC62,0.0,0.0,2.5268645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBX3,0.0,0.0,0.0,0.0,0.0,0.0,1.5043886,0.0,0.0,0.0,0.0,0.0
SRSF7,0.0,0.0,0.0,1.8001418,0.0,0.0,1.9862278,0.0,0.0,0.0,0.0,0.0
MIF,0.0,0.0,0.0,2.815324,0.0,0.0,2.4006271,0.0,0.0,0.0,0.0,2.0168555
RPL15,3.7657037,3.854783,2.9018612,4.283384,3.4594922,3.6231446,3.871658,3.3444943,3.671585,3.5808492,4.2497034,3.704107
SPCS1,0.0,0.0,2.4865198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPREB1,0.0,2.5946631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB1,0.0,0.0,0.0,2.1287868,0.0,0.0,0.0,0.0,0.0,2.5488553,0.0,0.0
RPS7,1.7925932,2.886752,0.0,2.949236,2.1549854,2.577878,3.0223198,0.0,0.0,0.0,3.0182471,2.4997485
S100A10,2.5575964,0.0,0.0,0.0,2.8227344,0.0,0.0,0.0,2.8232303,0.0,0.0,1.3872702
TIMM8B,0.0,0.0,0.0,1.5480586,0.0,0.0,1.821102,0.0,0.0,0.0,0.0,0.0
SELENOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.450445,0.0,0.0,0.0,0.0
CD68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7812119,0.0,0.0,0.0,0.0
ATP6V0E1,0.0,0.0,0.0,1.8888366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF9,0.0,0.0,0.0,0.0,0.0,0.0,1.6620028,0.0,0.0,0.0,0.0,0.0
ARPC1B,0.0,0.0,0.0,0.0,2.529509,0.0,0.0,0.0,3.003556,0.0,0.0,0.0
VIM,2.595773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072242,0.0,0.0,0.0
EIF3K,0.0,0.0,0.0,2.1287868,0.0,0.0,1.8241469,0.0,0.0,0.0,0.0,0.0
SLC25A37,0.0,0.0,0.0,0.0,0.0,1.6964123,0.0,0.0,0.0,0.0,0.0,0.0
CCT2,0.0,0.0,0.0,2.083477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6249654
PSMB3,0.0,0.0,0.0,1.812902,0.0,0.0,0.0,1.208604,0.0,0.0,0.0,0.0
UQCR11,0.0,0.0,0.0,0.0,0.0,0.0,1.9100964,0.0,0.0,0.0,0.0,0.0
NDUFB4,0.0,0.0,0.0,0.0,0.0,0.0,1.3783226,0.0,0.0,0.0,0.0,0.0
TCP1,0.0,0.0,0.0,1.5480586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBA1B,2.7444491,3.7708974,0.0,3.6837986,3.0874224,3.5611222,3.4584982,3.4558854,0.0,2.1692753,3.0099514,3.424599
HSPB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.208604,0.0,0.0,0.0,0.0
CALM1,2.2284007,0.0,0.0,1.8154814,2.3741465,0.0,2.1624384,0.0,0.0,0.0,0.0,3.1864293
RPS9,2.511632,3.138813,0.0,2.8811638,2.6453948,2.4591866,2.626154,2.9705815,2.6663167,2.1685889,2.8677578,2.5866365
SUB1,0.0,0.0,2.647315,1.7088923,2.7363145,1.6592463,2.478969,0.0,0.0,0.0,2.0983953,2.959148
COX5B,0.0,0.0,0.0,1.5480586,0.0,0.0,1.7197176,0.0,0.0,0.0,0.0,0.0
ENSG00000237550,0.0,0.0,0.0,1.8285189,0.0,0.0,1.6668636,1.208604,0.0,0.0,0.0,0.0
MGST3,0.0,0.0,0.0,0.0,0.0,2.675395,0.0,0.0,0.0,0.0,0.0,0.0
RPL6,2.8654125,3.1536555,2.0699644,3.1618483,2.8227344,2.8835511,3.2250404,1.4453747,2.7963428,2.713668,3.229691,2.9855301
NDUFB1,0.0,0.0,0.0,0.0,0.0,1.8924184,1.9534912,0.0,0.0,0.0,0.0,0.0
HSP90AA1,0.0,0.0,0.0,2.678863,0.0,2.3678756,2.9036927,2.9705815,0.0,0.0,2.2008338,2.464082
CA2,0.0,0.0,0.0,0.0,0.0,2.2736306,0.0,0.0,0.0,0.0,0.0,0.0
TMEM59,0.0,0.0,2.3575373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZU1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2181082,0.0,0.0
SUMO2,0.0,0.0,0.0,1.8154814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1762375
STMN1,2.6839328,3.7153468,0.0,3.382677,2.8843477,2.2513652,3.1009276,0.0,0.0,0.0,3.2138972,3.1021829
ATP5PO,0.0,0.0,0.0,2.0468006,0.0,2.088109,2.4533293,2.511108,0.0,0.0,1.8774972,2.3298538
ALOX5AP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6441796,0.0,0.0
ENSG00000213058,0.0,0.0,0.0,1.8001418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4453747,0.0,0.0,0.0,0.0
FTL,4.2985806,0.0,0.0,0.0,0.0,0.0,2.2930114,5.6458316,5.0974345,0.0,0.0,0.0
PPIA,2.5592453,3.0974693,0.0,2.7963428,2.8109076,2.5304394,3.048101,0.0,0.0,0.0,2.9135256,2.959148
FCER1G,2.9855301,0.0,0.0,0.0,2.7977884,0.0,0.0,3.0242462,3.2849236,0.0,0.0,0.0
SNRPE,0.0,2.1599307,0.0,2.3649213,0.0,2.026525,2.7485447,0.0,0.0,0.0,2.483553,0.0
SRSF3,0.0,0.0,0.0,2.1287868,0.0,0.0,2.150279,0.0,0.0,0.0,0.0,0.0
HSPA8,0.0,0.0,0.0,2.4209378,0.0,0.0,2.5327032,0.0,0.0,0.0,0.0,2.193677
BPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8154814,0.0,0.0
RPS28,2.8347206,3.280883,2.342585,2.8332133,2.7777603,2.8016555,2.9713638,0.0,2.8292067,2.7777603,3.045476,2.8774636
BST2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.208604,0.0,0.0,0.0,0.0
RAC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7836804
HINT1,0.0,2.8733215,0.0,2.7302628,2.788433,2.3128695,2.7651205,1.4453747,0.0,0.0,3.0261383,2.9201388
RPS10,0.0,2.81761,0.0,2.678863,0.0,1.8386794,2.33153,0.0,0.0,0.0,2.3350036,1.7863631
GAPDH,0.0,3.1579988,0.0,2.949236,0.0,0.0,2.2874265,0.0,3.1303434,2.7229226,0.0,2.6249654
FABP5,0.0,0.0,0.0,1.8154814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.163801,0.0,0.0
GSTO1,0.0,0.0,0.0,0.0,0.0,0.0,1.2919605,0.0,0.0,0.0,0.0,0.0
GYPB,0.0,0.0,0.0,0.0,0.0,2.704084,0.0,0.0,0.0,0.0,0.0,0.0
OAZ1,2.8109076,2.5412927,0.0,2.1287868,2.305109,1.8313777,2.0299568,2.7004776,3.003556,2.7163024,0.0,0.0
EEF1B2,0.0,2.851345,0.0,2.673195,2.4218729,2.389761,2.7637272,0.0,0.0,0.0,2.8205075,0.0
UBL5,0.0,2.1721783,0.0,2.083477,2.2284007,2.1910267,2.529509,0.0,0.0,0.0,0.0,0.0
CD5L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3025038,0.0,0.0,0.0,0.0
ATP5MC1,0.0,0.0,0.0,0.0,0.0,0.0,2.3337708,0.0,0.0,0.0,0.0,0.0
FAU,2.7791758,3.1601403,1.9991132,2.3649213,2.7123542,2.6315227,2.777558,2.7943773,0.0,2.454301,2.7777884,2.1315098
GCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2961884,0.0,0.0,0.0
DYNLL1,0.0,0.0,0.0,2.1002803,2.305109,2.0322602,2.3083653,0.0,0.0,0.0,0.0,2.3298538
TFRC,0.0,0.0,0.0,0.0,0.0,2.690952,2.3969865,0.0,0.0,0.0,0.0,0.0
DDX5,0.0,0.0,0.0,2.0468006,2.288222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11orf58,0.0,0.0,0.0,1.812902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RACK1,2.7540352,3.1356194,0.0,2.8332133,2.9293141,2.5234203,2.8811638,0.0,0.0,2.579847,3.0127072,2.7071173
ENSG00000233913,0.0,0.0,0.0,1.812902,0.0,0.0,1.5787961,0.0,0.0,0.0,0.0,0.0
GAS5,0.0,0.0,0.0,2.4611359,0.0,0.0,1.7544235,0.0,0.0,0.0,2.4640841,0.0
RPS17,3.0994813,3.5713696,2.5179148,3.2927332,3.083438,3.2803981,3.6263773,1.5280117,2.4470394,3.1515117,3.6578383,3.2713022
SNRPF,0.0,0.0,0.0,0.0,0.0,0.0,1.3968108,0.0,0.0,0.0,0.0,0.0
TUBB,0.0,2.8939736,0.0,2.4809742,0.0,2.665072,2.7001834,0.0,0.0,0.0,0.0,2.4819784
RPL10,3.4119895,4.0468707,2.9766502,3.6632206,3.6171656,3.2973788,3.540008,3.1563387,3.0959477,3.147665,3.912015,3.4049265
ATP5F1C,0.0,0.0,0.0,0.0,0.0,0.0,1.5489337,0.0,0.0,0.0,0.0,0.0
RPS24,3.204398,3.8035483,2.0489795,3.6158442,3.2437847,3.116842,3.5074313,2.7812119,3.1303434,3.2677622,3.7258563,3.2158089
RPL14,2.4910707,2.9347813,0.0,3.110677,2.3684235,3.0295982,3.1853178,0.0,0.0,2.2058036,3.0642653,2.887543
ATP5ME,0.0,0.0,0.0,2.3701801,0.0,2.2007933,2.6807609,0.0,0.0,0.0,0.0,0.0
GZMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8302066
C1orf162,0.0,0.0,0.0,0.0,2.2284007,0.0,0.0,3.0179603,1.8368993,0.0,0.0,0.0
CA1,0.0,0.0,0.0,0.0,0.0,4.6207886,2.5402029,0.0,0.0,0.0,0.0,0.0
VPS29,0.0,0.0,0.0,1.5480586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAMP8,0.0,0.0,0.0,2.3510587,2.2284007,0.0,0.0,0.0,0.0,0.0,2.4687698,0.0
RPL35,3.120285,3.46176,2.6085916,3.4965076,3.2629168,3.3133998,3.5083287,1.208604,2.8109076,2.9539628,3.6073482,3.1247804
RPL27A,3.6815948,3.8146813,2.8803983,4.0211377,3.4176784,3.5759745,3.7420192,3.4558854,3.0637722,3.4243593,4.077761,3.4750333
CTSB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1626244,0.0,0.0,0.0,0.0
BLVRB,0.0,0.0,0.0,0.0,0.0,3.6749516,3.0117862,3.0179603,0.0,0.0,0.0,0.0
RBM8A,0.0,0.0,0.0,1.8001418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSP90AB1,0.0,0.0,0.0,2.678863,0.0,0.0,2.1699622,0.0,0.0,0.0,0.0,0.0
PGK1,0.0,0.0,0.0,2.3510587,0.0,0.0,0.0,0.0,1.8368993,0.0,0.0,0.0
RPL39,2.85147,3.2227268,1.9645619,2.8332133,2.9855301,2.2168407,2.626154,0.0,2.983747,2.8094404,3.1408763,2.5620005
SNRPB,0.0,0.0,0.0,0.0,0.0,0.0,1.5699949,0.0,0.0,0.0,0.0,0.0
SLC4A1,0.0,0.0,0.0,0.0,0.0,2.5439775,0.0,0.0,0.0,0.0,0.0,0.0
RPS25,2.8811638,3.1189532,2.3825946,2.8811638,2.7977884,2.8589306,3.1408665,2.9705815,2.0622213,2.6166916,3.2593064,2.9456716
TMSB4X,3.7712152,0.0,0.0,0.0,4.647327,0.0,0.0,3.4423735,3.671585,0.0,0.0,4.719097
LYZ,4.807764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5374255,2.9488075,0.0,0.0
COX7B,1.9571365,0.0,0.0,1.8285189,2.2284007,2.4431934,2.6663167,0.0,0.0,0.0,0.0,2.0896583
CTSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3025038,0.0,0.0,0.0,0.0
LGMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7004776,0.0,0.0,0.0,0.0
NDUFB2,0.0,0.0,0.0,1.8285189,0.0,0.0,1.6830826,0.0,0.0,0.0,0.0,0.0
FKBP1A,0.0,0.0,0.0,1.8285189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A6,0.0,0.0,0.0,1.812902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCLAF,0.0,0.0,0.0,0.0,0.0,2.0311067,2.1232612,0.0,0.0,0.0,0.0,0.0
PEBP1,0.0,0.0,0.0,2.3649213,0.0,0.0,1.7775275,0.0,0.0,0.0,0.0,0.0
ZFP36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4918735,0.0,0.0,0.0,0.0
ENSG00000203875,0.0,0.0,0.0,2.1287868,0.0,0.0,1.3340586,0.0,0.0,0.0,0.0,0.0
TMEM14C,0.0,0.0,0.0,0.0,0.0,1.7752848,1.3448691,0.0,0.0,0.0,0.0,0.0
ATP5F1E,0.0,2.6846113,0.0,0.0,2.8756192,2.3579721,2.210851,0.0,1.8422426,0.0,0.0,2.8294566
GSTP1,2.6285357,0.0,0.0,2.7963428,2.8661933,0.0,0.0,0.0,0.0,1.9874947,2.7610006,0.0
ARPC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8855101
RPS3A,3.1472387,3.8840268,2.137714,3.8335943,3.2329602,3.360498,3.6703413,0.0,0.0,3.1493726,3.820485,3.1408665
CPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.208604,0.0,0.0,0.0,0.0
CLIC1,0.0,0.0,0.0,1.8154814,0.0,0.0,0.0,0.0,2.176171,0.0,0.0,1.7018903
RPS23,3.6567655,3.9366608,2.6085916,4.135782,3.7665284,3.7358136,4.1015744,1.4453747,2.4470394,3.3151019,4.2582593,3.6092653
PPDPF,0.0,0.0,0.0,1.7088923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL27,2.8661933,3.1254396,0.0,3.0099509,3.0154684,2.8826218,3.204776,0.0,3.1303434,2.80214,3.202177,2.8272102
UROD,0.0,0.0,0.0,0.0,0.0,2.7588682,2.1539745,0.0,0.0,0.0,0.0,0.0
NACA,2.9168253,2.8408215,1.9016008,2.673195,2.5832353,2.7994797,3.189772,2.9705815,2.6253614,2.580975,3.1117015,2.5210495
MYL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.983747,2.1085014,0.0,2.7071173
HNRNPA2B1,0.0,2.3427637,0.0,2.3510587,0.0,1.5553873,2.1206744,0.0,0.0,0.0,0.0,2.193677
SNRPG,0.0,0.8077729,0.0,2.2203095,0.0,2.6108298,2.8752244,0.0,0.0,0.0,0.0,2.9201388
ITGB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.176171,0.0,0.0,0.0
PARK7,0.0,0.0,0.0,0.0,0.0,0.0,1.4230134,0.0,0.0,0.0,0.0,0.0
CTSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.208604,3.1797805,0.0,0.0,0.0
S100A11,3.2605035,0.0,0.0,0.0,2.964363,0.0,0.0,0.0,3.8035388,2.6877544,0.0,1.8855101
NPM1,0.0,0.9208979,0.0,2.8190215,0.0,1.4657164,3.1853178,0.0,0.0,0.0,2.8760183,2.294614
CD24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5686498,0.0,0.0
ELANE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8279583,0.0,0.0
TOMM7,0.0,0.0,0.0,1.7088923,0.0,0.0,2.0036974,0.0,0.0,0.0,0.0,0.0
COMMD6,0.0,0.0,0.0,2.1803377,0.0,0.0,0.0,0.0,0.0,0.0,1.866786,1.7242467
SNHG29,0.0,0.0,0.0,1.812902,0.0,0.0,1.8850361,0.0,0.0,0.0,2.1894455,0.0
RPL38,0.0,2.755282,0.0,2.7302628,0.0,2.4900556,2.9085948,1.3025038,0.0,0.0,2.690954,2.193677
CCL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4918735,0.0,0.0,0.0,0.0
RPL23,2.5002618,2.8851628,0.0,2.8264625,2.7977884,2.5911927,3.0294108,0.0,2.5866365,2.510592,2.982861,2.4819784
RPL36AL,2.7376652,2.6038527,2.7731748,2.8190215,2.7363145,2.6935186,2.9920979,2.7478786,2.8109076,2.2181168,2.7255888,2.966982
RPL19,3.5640335,4.129997,2.8264654,4.005666,3.713572,3.4266887,3.7768657,3.6035018,3.3240917,3.2775297,3.9207292,3.5972288
POMP,0.0,0.0,0.0,1.7088923,1.9189725,2.1668844,2.4890418,0.0,0.0,0.0,0.0,2.3890784
LDHA,0.0,0.0,0.0,2.083477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFKBIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6620028,0.0,0.0,0.0
HMGB1,0.0,3.2227268,0.0,3.371748,2.8661933,2.972536,3.3253832,0.0,0.0,0.0,2.75645,3.1493726
LSM5,0.0,0.0,0.0,0.0,0.0,0.0,2.007872,0.0,0.0,0.0,0.0,2.0896583
SELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5866365,0.0,0.0,0.0
PFDN5,2.2254488,0.0,0.0,2.1838264,2.5832353,1.9718977,2.0712597,2.7478786,2.658628,0.0,2.3953695,0.0
SF3B6,0.0,0.0,0.0,1.5480586,0.0,0.0,1.9199653,0.0,0.0,0.0,0.0,0.0
UBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9240828,2.8232303,0.0,0.0,0.0
NDUFAB1,0.0,0.0,0.0,1.8001418,0.0,0.0,1.5474759,0.0,0.0,0.0,0.0,0.0
TMSB10,4.053125,3.2593,0.0,0.0,4.660143,0.0,0.0,3.9775295,3.9196482,0.0,2.6457024,3.8143196
IL2RG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.133695
HMGN2,0.0,0.0,0.0,2.1002803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPI1,0.0,0.0,0.0,2.2203095,0.0,0.0,1.9470253,0.0,0.0,0.0,0.0,0.0
HLA-A,0.0,0.0,0.0,1.5480586,0.0,0.0,0.0,1.208604,3.003556,2.0485642,0.0,2.1363251
TPT1,0.0,2.4364045,0.0,0.0,0.0,0.0,0.0,3.4995127,3.1303434,2.8287072,0.0,0.0
RPS27,4.5004597,4.471446,3.4014363,4.5389514,4.66443,4.289671,4.447208,0.0,3.773983,3.930601,4.886635,4.541244
PRDX2,0.0,0.0,0.0,0.0,0.0,3.9667664,3.1515117,1.208604,0.0,0.0,0.0,0.0
CCL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1363251
ENO1,0.0,0.0,0.0,2.5033476,0.0,0.0,0.0,0.0,0.0,0.0,2.2203844,0.0
RPL41,2.5002618,3.0558395,2.1245751,3.021948,2.8109076,2.6544404,2.8693242,0.0,0.0,2.0363026,2.9118779,2.7858124
RPS15,3.2533014,3.7887049,2.8631148,3.6950223,3.384052,3.247342,3.4679828,3.4081202,3.2461548,3.1886563,3.7433014,3.4049265
PRDX4,0.0,0.0,2.4905972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.208604,0.0,0.0,0.0,0.0
RPL23A,2.4759707,2.3661962,0.0,2.8138494,2.7735267,2.3609998,2.7025607,0.0,0.0,0.0,2.9122891,2.464082
RPL8,2.9819677,3.3064961,2.6533976,3.2119896,2.8843477,3.0767531,3.2010021,1.4787081,3.023808,2.8035953,3.186432,2.665072
C1QC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1563387,0.0,0.0,0.0,0.0
HMGB2,0.0,2.526657,0.0,2.423746,0.0,2.8539715,2.2646887,0.0,0.0,0.0,0.0,2.0515127
CNBP,0.0,0.0,0.0,1.5480586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS57,0.0,0.0,0.0,1.5480586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMA7,2.4388847,2.6484256,0.0,2.8332133,2.37902,2.430336,2.5578709,0.0,2.6896715,0.0,2.2101283,2.641149
SRP14,2.451389,3.0192719,0.0,2.5033476,2.788433,2.4910712,2.6903114,2.8285906,2.6896715,0.0,2.6725755,2.294614
OST4,0.0,0.0,2.166576,0.0,0.0,1.3686328,2.0012033,2.9705815,0.0,0.0,0.0,0.0
FOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6405442,2.848401,0.0,0.0,0.0
YWHAB,2.4209378,1.9589598,0.0,2.1803377,1.5625013,0.0,1.2201732,1.6302518,3.023808,0.0,0.0,0.0
CXCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7346907,0.0,0.0,0.0,0.0
HSPE1,0.0,0.0,0.0,1.8285189,0.0,0.0,2.876936,0.0,0.0,0.0,0.0,0.0
FGL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0179603,0.0,0.0,0.0,0.0
CALM2,2.9201388,3.0623176,0.0,2.673195,3.0182397,2.6960945,3.0502548,3.0540986,0.0,0.0,2.7229385,2.9801917
RPA3,0.0,0.0,0.0,0.0,0.0,1.6378744,1.3340586,0.0,0.0,0.0,0.0,0.0
RPS20,3.1178734,3.4051971,2.4431934,3.6837986,3.083438,3.1969151,3.4594922,3.2605035,2.983747,3.1819913,3.71406,3.2716568
PRDX3,0.0,0.0,0.0,0.0,0.0,0.0,1.7418859,0.0,0.0,0.0,0.0,0.0
RPL18,2.933516,3.5423417,2.656416,3.5471845,2.9505227,3.010868,3.2613072,3.1221251,3.1035366,2.8079755,3.464536,3.0275393
ELOB,0.0,0.0,0.0,1.812902,0.0,1.8850386,2.0248034,0.0,0.0,0.0,0.0,0.0
SNRPC,0.0,0.0,0.0,1.8888366,0.0,0.0,2.0092688,0.0,0.0,0.0,0.0,0.0
MRPL51,0.0,0.0,0.0,0.0,0.0,0.0,1.8878847,0.0,0.0,0.0,0.0,1.9470253
ENSG00000248527,3.0294108,2.8709354,2.315175,3.4965076,3.0755208,2.711698,3.1797805,1.4453747,2.848401,0.0,3.1111903,3.035048
RPL34,4.010973,3.9077435,2.87011,4.2876453,4.0799,3.789854,4.1634216,0.0,3.0657198,3.6278026,4.6003923,3.910016
SEC61B,0.0,0.0,2.2421944,1.5480586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5MC3,0.0,0.0,0.0,2.1838264,0.0,2.0933995,2.6839328,0.0,0.0,0.0,0.0,2.1363251
ATP5F1A,0.0,0.0,0.0,0.0,0.0,1.3474734,2.270898,0.0,0.0,0.0,0.0,0.0
UBB,2.8362303,3.4740653,2.4436917,2.8576398,2.8756192,3.188251,3.2286923,2.511108,2.879576,2.663829,2.9748845,3.1509764
CDC42,0.0,0.0,0.0,1.5480586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL35A,3.1579585,3.6294112,2.8377476,3.6950223,3.0874224,3.349824,3.740396,3.5529003,2.8232303,3.1976187,3.7050638,3.1324384
CSTA,3.001737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.879576,2.4621167,0.0,0.0
B2M,3.577462,0.0,4.651991,3.698857,4.2732534,0.0,0.0,4.710678,4.5906754,0.0,0.0,4.630086
TPP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.208604,0.0,0.0,0.0,0.0
HBB,0.0,0.0,0.0,0.0,0.0,7.012478,5.06657,0.0,0.0,0.0,0.0,0.0
CYBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4453747,0.0,0.0,0.0,0.0
RPL9,2.8732533,3.0871994,0.0,3.382677,2.7567935,2.7544947,3.0814521,3.3575182,2.4470394,2.7784677,3.2112277,2.6249654
TYROBP,2.9981103,0.0,0.0,0.0,2.2284007,0.0,0.0,3.3575182,3.9990723,2.2501295,0.0,0.0
ENSG00000211899,0.0,2.611721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS13,3.29989,3.6866932,2.4655662,3.4216096,3.5090022,3.276304,3.6113071,3.255278,3.4923792,3.10761,3.8108163,3.2812192
KLF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0179603,0.0,0.0,0.0,0.0
