gene_ids,T cell of anorectum,colon epithelial cell,myeloid cell,plasma cell,stromal cell of lamina propria of colon
ENSG00000125534,0.0,0.75,0.0,0.0,0.75
ENSG00000172270,0.0,0.0,0.0,0.75,0.75
ENSG00000197766,0.0,0.0,0.0,0.0,1.0
ENSG00000167468,0.0,0.0,0.5,0.5,0.5
ENSG00000167470,0.0,0.0,0.0,0.0,1.0
ENSG00000099622,0.25,0.0,0.25,0.666666641831398,0.5
ENSG00000115268,0.3636363595724106,0.0,0.09999999403953552,0.6818181872367859,0.277777761220932
ENSG00000127540,0.0,0.0,0.0,0.0,0.0
ENSG00000104904,0.1666666567325592,0.0,0.1666666567325592,0.5833333283662796,0.1666666567325592
ENSG00000099860,0.0,0.0,0.75,0.0,0.9583333283662796
ENSG00000176533,0.0,0.0,0.0,1.0,0.0
ENSG00000104964,0.0,0.0,0.0,0.0,1.0
ENSG00000141905,0.0,0.0,0.0,0.0,1.0
ENSG00000183617,0.0,0.0,0.0,1.0,0.0
ENSG00000167658,0.0,0.0,0.0,0.625,0.4999999701976776
ENSG00000130255,0.25,0.0,0.0,0.6124999970197678,0.2954545170068741
ENSG00000174917,0.0,0.0,0.0,0.75,0.75
ENSG00000174886,0.0,0.0,0.0,0.75,0.75
ENSG00000229833,0.0,0.0,0.0,1.0,0.0
ENSG00000233927,0.296875,0.0,0.17499999701976776,0.6397058665752411,0.38750000298023224
ENSG00000198258,0.0,0.0,0.0,0.375,0.375
ENSG00000130811,0.5,0.0,0.0,0.5,0.5
ENSG00000090339,0.0,0.0,0.0,0.0,1.0
ENSG00000076662,0.0,0.0,0.0,1.0,0.0
ENSG00000105583,0.0,0.0,0.0,0.75,0.75
ENSG00000171223,0.0,0.0,0.5,0.5,0.9285714328289032
ENSG00000167815,0.0,0.0,0.0,0.75,0.75
ENSG00000179218,0.5,0.0,0.0,0.8333333134651184,0.5
ENSG00000160888,0.0,0.75,0.0,0.0,0.875
ENSG00000104979,0.5,0.0,0.0,0.5,0.5
ENSG00000267519,0.0,0.0,0.0,1.0,0.0
ENSG00000132002,0.75,0.0,0.0,0.0,0.875
ENSG00000099797,0.0,0.0,0.0,1.0,0.0
ENSG00000099795,0.0,0.5,0.0,0.5,0.5
ENSG00000167460,0.0,0.0,0.0,0.0,1.0
ENSG00000130303,0.0,0.0,0.5,0.5,0.75
ENSG00000105640,0.3541666567325592,0.0,0.0625,0.724137932062149,0.38461539149284363
ENSG00000130522,0.25,0.0,0.4166666567325592,0.4166666567325592,0.25
ENSG00000105701,0.0,0.0,0.0,0.0,1.0
ENSG00000221983,0.375,0.0,0.1666666567325592,0.53125,0.29999999701976776
ENSG00000105669,0.5,0.0,0.0,0.75,0.5
ENSG00000186010,0.0,0.0,0.0,1.0,0.0
ENSG00000089356,0.0,1.0,0.0,0.0,0.0
ENSG00000266964,0.0,0.0,0.0,0.0,1.0
ENSG00000089327,0.75,0.0,0.0,0.75,0.0
ENSG00000126267,0.0,0.0,0.0,0.5,0.0
ENSG00000126264,1.0,0.0,0.0,0.0,0.0
ENSG00000011600,0.0,0.0,1.0,0.0,0.0
ENSG00000161281,0.0,0.0,0.0,0.0,1.0
ENSG00000167644,0.0,1.0,0.0,0.0,0.0
ENSG00000099341,0.0,0.0,0.0,1.0,0.0
ENSG00000178982,0.25,0.0,0.25,0.666666641831398,0.5
ENSG00000130402,0.0,1.0,0.0,0.0,0.0
ENSG00000171747,0.0,1.0,0.0,0.0,0.0
ENSG00000130755,0.75,0.0,0.0,0.75,0.0
ENSG00000128016,0.25,0.0,0.25,0.5,0.9166666716337204
ENSG00000105193,0.3999999910593033,0.0,0.1666666567325592,0.6388888657093048,0.4583333432674408
ENSG00000197019,0.0,0.0,0.0,0.0,1.0
ENSG00000090006,0.0,0.0,0.0,0.0,1.0
ENSG00000105372,0.4886363595724106,0.0,0.04999999701976776,0.6691176295280457,0.3392857164144516
ENSG00000105369,0.0,0.0,0.0,1.0,0.0
ENSG00000105404,0.0,0.0,0.0,0.9166666567325592,0.75
ENSG00000125740,0.0,0.25,0.4166666567325592,0.4166666567325592,0.8541666716337204
ENSG00000125743,0.5,0.0,0.0,0.5,0.5
ENSG00000042753,0.0,0.0,0.0,0.0,1.0
ENSG00000178980,0.0,0.0,0.0,0.0,1.0
ENSG00000142227,0.25,0.0,0.25,0.5,0.5
ENSG00000105438,0.0,0.0,0.0,0.875,0.75
ENSG00000063177,0.32500000298023224,0.0,0.15000000596046448,0.7586206793785095,0.3636363446712494
ENSG00000087074,0.0,0.25,0.25,0.25,0.8125
ENSG00000104805,0.0,0.0,0.0,0.0,1.0
ENSG00000087086,0.1666666567325592,0.0,0.45000000298023224,0.5833333283662796,0.40909090638160706
ENSG00000104894,1.0,0.0,0.0,0.0,0.0
ENSG00000142541,0.3125,0.0,0.0,0.5416666567325592,0.3125
ENSG00000142534,0.25,0.0,0.0833333283662796,0.6666666716337204,0.3333333283662796
ENSG00000104870,0.0,0.0,0.0,0.0,1.0
ENSG00000126457,0.0,0.0,0.0,1.0,0.0
ENSG00000105374,1.0,0.0,0.0,0.0,0.0
ENSG00000130844,1.0,0.0,0.0,0.0,0.0
ENSG00000179820,0.0,0.0,0.0,0.0,1.0
ENSG00000170906,0.0,0.0,0.0,1.0,0.0
ENSG00000170889,0.3125,0.0,0.0,0.6578947454690933,0.4583333283662796
ENSG00000108107,0.402777761220932,0.0,0.0416666716337204,0.4625000059604645,0.303571417927742
ENSG00000083845,0.3749999850988388,0.0,0.125,0.791666641831398,0.3749999850988388
ENSG00000130724,0.0,0.0,0.0,0.75,0.75
ENSG00000129824,0.5,0.0,0.0,0.5,0.5
ENSG00000211677,0.0,0.0,0.0,1.0,0.0
ENSG00000211679,0.0,0.0,0.0,1.0,0.0
ENSG00000099958,0.0,0.0,0.0,1.0,0.0
ENSG00000100028,0.0,0.0,0.0,0.0,1.0
ENSG00000100219,0.0,0.0,0.0,1.0,0.0
ENSG00000184076,0.25,0.0,0.25,0.25,0.25
ENSG00000198832,0.0,0.0,0.0,0.75,0.75
ENSG00000100234,0.0,0.0,0.0,0.0,1.0
ENSG00000100345,0.0,0.0,0.0,0.0,1.0
ENSG00000100353,0.0,0.0,0.0,1.0,0.0
ENSG00000128340,0.75,0.0,0.0,0.75,0.0
ENSG00000100097,0.0,0.0,0.5,0.6875,0.9038461595773697
ENSG00000100129,0.0,0.0,0.0,0.75,0.75
ENSG00000185022,0.0,0.0,0.0,0.0,1.0
ENSG00000100201,0.0,0.0,0.0,0.75,0.75
ENSG00000100316,0.38333332538604736,0.0,0.15000000596046448,0.7872340530157089,0.4444444477558136
ENSG00000128272,0.0,0.0,0.0,0.75,0.75
ENSG00000100354,0.0,0.0,0.0,0.0,1.0
ENSG00000100380,0.0,0.0,0.0,0.75,0.75
ENSG00000100387,0.0,0.0,0.0,0.75,0.75
ENSG00000100138,0.5,0.0,0.0,0.75,0.5
ENSG00000183172,0.0,0.0,0.0,1.0,0.0
ENSG00000100243,0.0,0.0,0.0,0.0,1.0
ENSG00000242247,0.0,0.0,0.0,1.0,0.0
ENSG00000077942,0.0,0.0,0.0,0.0,1.0
ENSG00000155307,1.0,0.0,0.0,0.0,0.0
ENSG00000154723,0.0,0.5,0.0,0.5,0.5
ENSG00000142168,0.5,0.0,0.0,0.5,0.5
ENSG00000159140,0.0,0.0,0.0,0.0,0.6666666269302368
ENSG00000241837,0.0,0.0,0.0,0.75,0.75
ENSG00000160213,0.0,0.0,0.75,0.0,0.75
ENSG00000142156,0.0,0.0,0.0,0.0,1.0
ENSG00000142173,0.0,0.0,0.0,0.0,1.0
ENSG00000198888,0.1195652186870575,0.29375000298023224,0.0,0.48636363446712494,0.2697368413209915
ENSG00000198763,0.019230768084526062,0.3199999928474426,0.0,0.3928571343421936,0.1527777761220932
ENSG00000198804,0.09999999403953552,0.5128968209028244,0.0,0.260542169213295,0.20469799637794495
ENSG00000198712,0.0833333283662796,0.3705882281064987,0.0,0.3705882281064987,0.09183673560619354
ENSG00000228253,0.0,0.875,0.0,0.0,0.75
ENSG00000198899,0.130952388048172,0.1900000125169754,0.0,0.36881187558174133,0.26724138855934143
ENSG00000198938,0.12280701100826263,0.4000000059604645,0.0,0.30526314675807953,0.24096384644508362
ENSG00000198840,0.027173906564712524,0.08962264657020569,0.0,0.5826446264982224,0.18548385798931122
ENSG00000212907,0.0,0.5499999970197678,0.125,0.2499999850988388,0.2499999850988388
ENSG00000198886,0.04629629850387573,0.3526785671710968,0.0,0.3855932205915451,0.19374999403953552
ENSG00000198786,0.04999999701976776,0.5333333164453506,0.0,0.30000001192092896,0.25
ENSG00000198695,0.0,0.0,0.0,1.0,0.0
ENSG00000198727,0.06818181276321411,0.15454545617103577,0.0,0.45454545319080353,0.21311476826667786
