,AT1,AT2,Artery,B Cells,Basophil and Mast Cells,Capillary,Ciliated Cells,Lymphatic  Cells,Macrophage and Dendritic Cells,Macrophages,Monocytes,Natural Killer Cells,Neutrophils,Other Epithelial Cells,Proliferating Macrophage,Stromal Cells,T Cells,Vein
ENSG00000173193,0.8886823759359472,0.8278744115548975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.8458510637283325,0.0,0.0,0.0
ENSG00000206527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000175455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000163848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000114520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000144909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9726323099697337,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0
ENSG00000163885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000074416,0.9583671057925505,0.9140443872002995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0
ENSG00000058262,0.0,0.9591312829185935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0
ENSG00000175792,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179348,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163902,0.0,0.8845177994054907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.9013693297610563,0.0,0.0,0.0
ENSG00000075785,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9176420604481417,0.0,0.0,0.0,0.0,0.8849141212070689,0.0,0.0,0.0
ENSG00000169714,0.0,0.7538362496039447,0.0,0.0,0.0,0.0,0.7194458737092859,0.0,0.7058823529411765,0.7697841384831596,0.7551655138240141,0.0,0.0,0.0,0.7452462876544279,0.0,0.0,0.0
ENSG00000181789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000184897,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9653305481461918,0.0,0.0,0.0
ENSG00000129071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.9559977580519283,0.0,0.0,0.0
ENSG00000017260,0.0,0.9060804878964144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.8988593816757202,0.0,0.0,0.0
ENSG00000114670,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198585,0.0,0.9717687368392944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0
ENSG00000114686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000091527,0.0,0.7935800552368164,0.0,0.0,0.0,0.0,0.0,0.0,0.7823494076728821,0.7647058823529411,0.8167583626859328,0.0,0.0,0.0,0.7648863757357878,0.0,0.0,0.0
ENSG00000163781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000174640,0.0,0.0,0.0,0.0,0.0,0.9476204759934369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
ENSG00000182923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000118007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000066405,0.9532939966987161,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114107,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184432,0.0,0.8695001952788409,0.0,0.0,0.0,0.0,0.8764678380068611,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.83810994905584,0.0,0.0,0.0
ENSG00000114120,0.0,0.885463065960828,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8844783832045162,0.0,0.0,0.0
ENSG00000177311,0.0,0.9141459570211523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.9163786909159493,0.0,0.0,0.0
ENSG00000114125,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9001819736817304,0.0,0.0,0.0,0.0,0.8835744892849642,0.0,0.0,0.0
ENSG00000069849,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.8281327731469098,0.8962105933357688,0.0,0.0,0.0,0.0,0.8543926267062917,0.0,0.0,0.0
ENSG00000114127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000163714,0.0,0.8273630598012138,0.0,0.0,0.0,0.0,0.8454392096575569,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.8369419609799105,0.0,0.0,0.0
ENSG00000188313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9161699870053459,0.9197816638385549,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0
ENSG00000163751,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000071794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000047457,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.9904422199024874,0.0,0.0,0.0,0.0
ENSG00000169908,0.7195150606772479,0.7058823529411765,0.7806826374110054,0.0,0.0,0.7488762525951161,0.0,0.7336769875358132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7893377822988173
ENSG00000018408,0.0,0.9686281751183903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0
ENSG00000114744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000206199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000082996,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.8591461497194627,0.9211694773505715,0.0,0.0,0.0,0.0,0.8505837426466101,0.0,0.0,0.0
ENSG00000070087,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120742,0.0,0.6704268104889813,0.0,0.5882352941176471,0.0,0.0,0.6521584391593933,0.0,0.5940395558581633,0.6021830194136676,0.6883527917020461,0.0,0.0,0.602731070097755,0.5979817404466516,0.0,0.0,0.0
ENSG00000144895,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9069072253563825,0.0,0.0,0.0,0.0,0.8914348938885857,0.0,0.0,0.0
ENSG00000198843,0.0,0.8887226476388819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9074464896145988,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0
ENSG00000152601,0.0,0.6743292387794045,0.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.6346358832191018,0.6468727939269122,0.6438671630971572,0.7026301973006305,0.0,0.0,0.6693422408664927,0.0,0.6709129775271696,0.0
ENSG00000174953,0.0,0.8864021932377535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.8914119215572581,0.0,0.0,0.0
ENSG00000196549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000114850,0.0,0.8630370252272662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8569717337103451,0.0,0.0,0.0,0.8235294117647058,0.8610085985239815,0.0,0.0,0.0
ENSG00000163659,0.0,0.9200687653878156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.8991000336759231,0.0,0.0,0.0
ENSG00000163660,0.0,0.8052008397438947,0.0,0.0,0.0,0.8738101545502158,0.7225402207935557,0.0,0.0,0.7496448965633616,0.0,0.0,0.0,0.7058823529411765,0.767883441027473,0.0,0.0,0.0
ENSG00000197415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.9463521172018612,0.0,0.0,0.0
ENSG00000178053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000079257,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9852149486541748,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0
ENSG00000113810,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9895615682882422,0.0,0.0,0.0
ENSG00000186432,0.0,0.9045454719487358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.9047517285627478,0.0,0.0,0.0
ENSG00000169064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114209,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9096187318072599,0.0,0.0,0.0,0.0,0.9213563028503867,0.0,0.0,0.0
ENSG00000173905,0.0,0.8997271551805384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.9006765099132762,0.0,0.0,0.0
ENSG00000085276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171757,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008952,0.0,0.6172469047939076,0.0,0.6579011889065013,0.5995357352144578,0.0,0.6909958650084103,0.0,0.0,0.6013160628430984,0.5882352941176471,0.0,0.0,0.6201016412061804,0.6065137211014243,0.0,0.0,0.0
ENSG00000173890,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163558,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9634929860339445,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0
ENSG00000163584,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8893255766700295,0.0,0.0,0.0,0.0,0.9105200066285974,0.0,0.0,0.0
ENSG00000075420,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8851892807904411,0.0,0.0,0.0,0.0,0.8874662518501282,0.0,0.0,0.0
ENSG00000121858,0.0,0.0,0.864103261162253,0.0,0.0,0.8885044175035813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.8334546965711257
ENSG00000144959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9813651512650883,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0
ENSG00000114346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000177565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000136518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000136522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000136521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9496390679303337,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0
ENSG00000058056,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114416,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.854677817400764,0.0,0.0,0.8264720159418443,0.0,0.0,0.0,0.0,0.8683149814605713,0.0,0.0,0.0
ENSG00000205981,0.0,0.9522817380288068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0
ENSG00000181449,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000043093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000078070,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000078081,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000176597,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.9583795351140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000161203,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9306508898735046,0.0,0.0,0.0,0.0,0.9037045345586889,0.0,0.0,0.0
ENSG00000175166,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.884789179353153,0.0,0.0,0.0,0.0,0.9183145901736092,0.0,0.0,0.0
ENSG00000114867,0.0,0.9278907460324904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.8992303469601799,0.0,0.0,0.0
ENSG00000163882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000073803,0.0,0.9043262004852295,0.0,0.0,0.0,0.0,0.8985884049359489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0
ENSG00000163900,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136527,0.0,0.8925369101412156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.9129467957160052,0.0,0.0,0.0
ENSG00000244405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156976,0.0,0.8440339249723098,0.0,0.0,0.0,0.0,0.8490754891844357,0.0,0.0,0.8290226214072284,0.0,0.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.0
ENSG00000163923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000145012,0.0,0.909269978018368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.9203359239241656,0.0,0.0,0.0
ENSG00000090530,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000133657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000114331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9474136233329773,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0
ENSG00000184203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9577920822536244,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0
ENSG00000242086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.951577481101541,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0
ENSG00000072274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9884507305481854,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0
ENSG00000213123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000163964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000180370,0.0,0.7058823529411765,0.0,0.0,0.0,0.0,0.74318247682908,0.0,0.758873462677002,0.8049186398001278,0.8237248378641465,0.0,0.0,0.0,0.7483187072417316,0.0,0.0,0.0
ENSG00000075711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000122068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9514465857954586,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0
ENSG00000114473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182899,0.0608096999280593,0.10662248204736148,0.10603161068523631,0.2129454858162824,0.24259830222410314,0.058823529411764705,0.08913294357412002,0.09702461607315961,0.10924836467294131,0.10891254509196562,0.15383320696213665,0.15068790842505062,0.0,0.11847057412652408,0.09122772427166209,0.1196600970099954,0.23298226033940034,0.11327328050837797
ENSG00000169020,0.0,0.6802648235769833,0.0,0.0,0.0,0.0,0.7587581066524282,0.0,0.6605696643100065,0.6974644135026371,0.6957015254918266,0.0,0.0,0.6470588235294118,0.7028390169143677,0.0,0.0,0.0
ENSG00000178950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000159674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000163950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000013810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000109685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000243449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000087274,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9591656011693618,0.0,0.0,0.0
ENSG00000109736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9416060658062205,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0
ENSG00000163956,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.8376364497577443,0.0,0.0,0.9435216959785012,0.0,0.0,0.0,0.0,0.8602210423525642,0.0,0.0,0.0
ENSG00000145220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179010,0.0,0.8834565036437091,0.0,0.0,0.0,0.0,0.8317869130302878,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.8572790587649626,0.0,0.0,0.0
ENSG00000170871,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000071127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9531702399253845,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0
ENSG00000038219,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.8327224254608154,0.0,0.0,0.8530812789412106,0.0,0.0,0.0,0.0,0.8555019252440509,0.0,0.0,0.0
ENSG00000048342,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9455608059378231,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0
ENSG00000237765,0.0,0.9057476380292107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.9391626575413872,0.0,0.0,0.0
ENSG00000137441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000002549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9839686260503882,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0
ENSG00000109805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000178177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000109606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000109610,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157765,0.8869183694615084,0.9436649750260746,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000091490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974758712684407,0.9411764705882353,0.0,0.0,0.0
ENSG00000250317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000168214,0.0,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.819656442193424,0.830486395779778,0.8001895476790035,0.0,0.0,0.7338749345611123,0.7557524863411399,0.0,0.0,0.0
ENSG00000197057,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000035928,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9579034026931313,0.0,0.0,0.0
ENSG00000163682,0.06365133734310374,0.15221327543258667,0.09423402127097635,0.12696203063516057,0.23824002462274887,0.058823529411764705,0.07927578687667847,0.08801656610825483,0.12424403078415815,0.11864381327348597,0.13245896732105927,0.10540969582164988,0.0,0.10480856895446777,0.09227210283279419,0.10162490956923541,0.19033483897938447,0.10271168806973625
ENSG00000163683,0.0,0.8458257387666142,0.0,0.0,0.0,0.0,0.8873436415896696,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.8479827922933242,0.0,0.0,0.0
